evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,symmetry_score,smoothness_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
22,True,1737.8234417612105,0.0,0.1384548135493236,16.236732937789114,0.004940490945199818,14.736732937789114,0.8881370048523091,7.139128574059142e-33,0.012525194047389764,0.0,Load Case 2,5.0,0.7202992823215868,1.0388034640716408,0.7202992823215868,0.9212416575297747,1.1135910720610072,0.9212416575297747,0.13347365686957763,0.06079021897609549,0.4280049791755351,0.06079021897609549,,77.67384953784868,4.0,30.64094304789517,4.0,0.0027214837202268246,4.0,0.0010931302202425025,146.5812124347273,5.0,16.236732937789114,5.0,0.004940490945199818,4.38,0.0022860406964909236
23,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.7837257281897887,0.4470214274162999,0.7837257281897887,0.8507352490222019,0.601179198883022,0.8507352490222019,0.08620267638743742,0.8653748631566869,0.7527679070978487,0.8653748631566869,Web openings are too large; keep a remaining ligament larger than 0.086 in.,,,,,,,,,,,,,,
24,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.5467097367417976,0.7005681282694917,0.5467097367417976,1.0969180032729753,0.5507803484799714,1.0969180032729753,0.13635707347794263,0.46221166322691765,0.27533196227907125,0.46221166322691765,Web openings are too large; keep a remaining ligament larger than 0.136 in.,,,,,,,,,,,,,,
25,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.40784946915209774,1.0602468916401713,0.40784946915209774,0.7457693914711587,0.6160127853505006,0.7457693914711587,0.09990724724642328,0.42629673196207624,0.6599789036609102,0.42629673196207624,Web openings are too large; keep a remaining ligament larger than 0.100 in.,,,,,,,,,,,,,,
26,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.8054082586729973,1.012839802157778,0.8054082586729973,0.6007851703748601,0.42197039532507813,0.6007851703748601,0.11431283198379466,0.1173149540941511,0.12143309492566505,0.1173149540941511,Web openings are too large; keep a remaining ligament larger than 0.114 in.,,,,,,,,,,,,,,
27,True,21.633550199719345,0.0,0.05195556915843734,3.135511514032966,0.053126165082253235,1.6355115140329661,0.5060322741196417,9.062876691185375e-33,0.017666781145975707,0.0,Load Case 2,5.0,0.5857096459808905,0.358685980754858,0.5857096459808905,0.8690265759921219,1.0917892967087628,0.8690265759921219,0.08369404290879673,0.5002167977327557,0.5386509436696252,0.5002167977327557,,230.17563537646728,4.0,10.33993018464945,4.0,0.007630021755569838,4.0,0.0029151395269939873,759.0468060309528,5.0,3.135511514032966,5.0,0.053126165082253235,4.2,0.020025524276220952
28,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.8760200144973957,0.6575279199543904,0.8760200144973957,1.2080665421255776,0.7326975160118852,1.2080665421255776,0.10797355387189,0.14284720667853562,0.7338947763152477,0.14284720667853562,Web openings are too large; keep a remaining ligament larger than 0.108 in.,,,,,,,,,,,,,,
29,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.8187039899455052,1.0745566487659182,0.8187039899455052,0.8898697454917093,1.3351774201896678,0.8898697454917093,0.09862357655337504,0.8140864049028682,0.5522754608444298,0.8140864049028682,Web openings are too large; keep a remaining ligament larger than 0.099 in.,,,,,,,,,,,,,,
30,True,1101.9283313704905,0.0,0.1034389292205362,13.234154348466642,0.005878374335621239,11.734154348466642,0.8450296753528228,1.063483476539545e-32,0.02035288595843299,0.0,Load Case 2,8.0,0.6673005336199729,1.0652035655827237,0.6673005336199729,1.2978708489390196,0.9315083434256868,1.2978708489390196,0.10273232228359465,0.4925128030635664,0.3256351621524373,0.4925128030635664,,114.04406046400585,4.0,20.86912716292811,4.0,0.003551846418066866,4.0,0.001281843825505849,179.83770910725062,8.0,13.234154348466642,8.0,0.005878374335621239,4.3500000000000005,0.0026481962425609767
31,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.4541489522709069,0.7933733897022925,0.4541489522709069,0.774693457831285,0.37663838431017926,0.774693457831285,0.11148618697092531,0.09566173502219594,0.20778054601319604,0.09566173502219594,Web openings are too large; keep a remaining ligament larger than 0.111 in.,,,,,,,,,,,,,,
32,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.7302537866131557,0.9129091756987948,0.7302537866131557,0.470772445504206,0.5883213920473133,0.470772445504206,0.07554398685473306,0.7970929980761357,0.8464591436830139,0.7970929980761357,Web openings are too large; keep a remaining ligament larger than 0.076 in.,,,,,,,,,,,,,,
33,True,383.8339138549803,0.0,0.09267337703968911,8.423627447508252,0.00814054906151743,6.923627447508252,0.7019116259641313,6.70902328994072e-33,0.008783845786756487,0.0,Load Case 2,5.0,1.0807387950485394,0.7434836479507645,1.0807387950485394,1.1037618679400514,1.0565363547500746,1.1037618679400514,0.10667664082053896,0.6143184605528706,0.7071009667280371,0.6143184605528706,,148.2353712582737,4.0,16.055547200359317,4.0,0.0037174808908882577,4.0,0.0013437742716917306,282.5386111661449,5.0,8.423627447508252,5.0,0.00814054906151743,4.21,0.003090921630005683
34,True,54.50212606065942,0.0,0.048191045006267814,4.104022266155472,0.030204443053987128,2.6040222661554724,0.5746177432939409,1.1753308536369678e-32,0.017877014774710317,0.0,Load Case 2,5.0,0.39553257822917465,0.5997232307690594,0.39553257822917465,1.3460067657541106,0.962203711522774,1.3460067657541106,0.06739235682017215,0.4332933624131696,0.6051974479071229,0.4332933624131696,,247.68783981052314,4.0,9.608868977260483,4.0,0.007140939839875604,4.0,0.002543017368867098,579.9188809541996,5.0,4.104022266155472,5.0,0.030204443053987128,4.33,0.01332800940686274
35,False,120.9949525778509,0.0,0.10614747430424507,5.381443400528079,0.014867790567830236,3.881443400528079,0.6338125251369373,1.352358038039052e-32,0.03692331099471887,0.002621415088529484,Load Case 2,4.0,0.9951186690443322,0.46538163155272777,0.9951186690443322,1.2225926197996768,1.3703957792458654,1.2225926197996768,0.11685561072851172,0.2650096642987011,0.7243884328406845,0.2650096642987011,Durability check failed: width ratio 2.138 exceeds 1.900.,127.63151653429911,4.0,18.64743179918582,4.0,0.0025478701339591014,4.0,0.0009220837542203882,442.26052805209315,4.0,5.381443400528079,4.0,0.014867790567830236,4.15,0.005256941605905063
36,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.5487138551182529,0.7318505917247949,0.5487138551182529,0.531237185573082,0.9430687684309406,0.531237185573082,0.1273142275769596,0.8727403615591068,0.05858768049365037,0.8727403615591068,Web openings are too large; keep a remaining ligament larger than 0.127 in.,,,,,,,,,,,,,,
37,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.5224055458405691,0.49955206243590256,0.5224055458405691,0.6945909979015354,0.7849424412568302,0.6945909979015354,0.13872348406849638,0.678780477952245,0.47312725073620404,0.678780477952245,Web openings are too large; keep a remaining ligament larger than 0.139 in.,,,,,,,,,,,,,,
38,True,157.78380181737882,0.0,0.06231681361357552,5.937001481512468,0.019046815591338806,4.437001481512468,0.638904421344089,7.223378145810019e-33,0.006704269147159938,0.0,Load Case 2,5.0,0.7569175879374785,0.6635659786047707,0.7569175879374785,1.1417796393403505,0.9010798904583459,1.1417796393403505,0.06395029774782679,0.4578889800802011,0.08578579219857414,0.4578889800802011,,232.29290118577075,4.0,10.245685459396158,4.0,0.007614717824084833,4.0,0.0027086157015222823,400.87576319648963,5.0,5.937001481512468,5.0,0.019046815591338806,4.24,0.00752319323884601
39,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.9467843161859015,0.8685414513584816,0.9467843161859015,0.708834383328693,1.203229177564402,0.708834383328693,0.11808139169346771,0.6638690525562806,0.3887553006649283,0.6638690525562806,Web openings are too large; keep a remaining ligament larger than 0.118 in.,,,,,,,,,,,,,,
40,True,65.81812985289167,0.0,0.04681373555559278,4.36267051897828,0.02292737437298841,2.8626705189782804,0.5899373312129804,8.809677134725678e-33,0.019260165308384102,0.0,Load Case 2,5.0,0.7788883866112908,0.5402709651335902,0.7788883866112908,0.8105539216533543,1.2433768663496472,0.8105539216533543,0.06582288768206293,0.6363810465781102,0.6308956929601484,0.6363810465781102,,190.51781031914726,4.0,12.49227038675873,4.0,0.005897680978690743,4.0,0.002359694773229268,545.5374155913535,5.0,4.36267051897828,5.0,0.02292737437298841,4.24,0.00905801756370811
41,True,951.5521063685486,0.0,0.12350020280986217,12.403676839469822,0.007416688799521838,10.903676839469822,0.8508571509149413,1.1811774496383747e-32,0.03152402064531557,0.0,Load Case 2,5.0,0.594285275661349,0.9913175158302541,0.594285275661349,1.198345227670595,0.7217146052701422,1.198345227670595,0.1262820001206295,0.27870793122614546,0.10291004953474926,0.27870793122614546,,151.69563448446783,4.0,15.689311087219778,4.0,0.005570169003292337,4.0,0.0019407472481883102,191.878588164002,5.0,12.403676839469822,5.0,0.007416688799521838,4.34,0.003336221093168043
42,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.7397973625007156,0.8434354124158292,0.7397973625007156,1.2885914914093899,1.1788945633560841,1.2885914914093899,0.13240448344318628,0.07450529272452759,0.8273599046250446,0.07450529272452759,Web openings are too large; keep a remaining ligament larger than 0.132 in.,,,,,,,,,,,,,,
